ID,LCLAS_NM,MLSFC_NM,FCLTY_NM,CTPRVN_NM,SIGNGU_NM,LEGALDONG_CD,LEGALDONG_NM,ADSTRD_CD,ADSTRD_NM,RDNMADR_CD,RDNMADR_NM,ZIP_NO,GID_CD,FCLTY_LO,FCLTY_LA,FLAG_NM,REGIST_AT,TEL_NO,OPNNG_DE,REGIST_DC,REGIST_DE,REGIST_NO,HMPG_ADDR,SOUND_PROVD_AT,SOUND_UTILIIZA_PRICE,MOBILE_PROVD_AT,LND_AR_VALUE,BULD_AR_VALUE,DSPY_AR_CN,AR_CN,EDC_FCLTY_AR_VALUE,OFFM_AR_CN,DATA_SPCE_AR_VALUE,DATA_CO,PBLPRFR_CAS_CO,TOT_PROGRM_CO,OPNNG_DAY_CO,VIEWNG_NMPR_CO,DAY_AVRG_VIEWNG_NMPR_CO,VIEWNG_PRICE,INFN_VIEWNG_PRICE,SCHBOY_VIEWNG_PRICE,MSKLSD_VIEWNG_PRICE,ADULT_VIEWNG_PRICE,GRP_DSCNT_RT,ETC_DSCNT_RT,DSCNT_CN,FRE_TRGET_CN,SPECL_VIEWNG_PRICE,INFN_SPECL_VIEWNG_PRICE,SCHBOY_SPECL_VIEWNG_PRICE,MSKLSD_SPECL_VIEWNG_PRICE,ADULT_SPECL_VIEWNG_PRICE,GRP_SPECL_VIEWNG_RT,ETC_SPECL_VIEWNG_DSCNT_RT,ETC_SPECL_VIEWNG_DSCNT_CN,FRE_SPECL_VIEWNG_PRICE,NMPR_CO,GVRNM_EMP_SM_CO,QUALF_HOLD_CO,TOT_CNTRCT_EMP_CO,CNTRCT_EMP_CRTFCT_CO,GNRL_GVRNM_EMP_CO,CNTRCT_EMP_CO,PUBLIC_INTN_CO,PUBLIC_VLNTER_CO,ARTGR_EMP_CO,CURTR_QUALF_HOLD_CO,CURTR_NTHG_QUALF_HOLD_CO,PRFSN_CO,GNRL_EMP_CO,PRVATE_INTN_CO,PRVATE_VLNTER_CO,RM_CN,LAST_CHG_DE,ORIGIN_NM,FILE_NM,BASE_DE
"KCDMART25N000000217","문화시설","미술관","영암군립하정웅미술관","전남","영암군","4683036027","군서면 서구림리","4683036000","군서면","468303295005","전라남도 영암군 군서면 구림로 96","58434","다라196410","126.621768","34.7606502","공립","1종","061-470-6841","2012.09.03","O","2012.08.30","전남-공립13-2012-06호","www.yeongam.go.kr/home/haart","X",,"X","8,034","2,949","747",,"66","81","100","3,000","연4회","4","310","23,111","75",,,,,,,,,"전체",,,,,,,,,"전체","8","1","1",,,"3","4",,,,,,,,,,,"20260610","문화기반시설총람 2025","KC_478_DMSTC_MCST_ARTGR_2025","20251231"
"KCDMART25N000000218","문화시설","미술관","저녁노을미술관","전남","신안군","4691025329","압해읍 송공리","4691025300","압해읍","469104858316","전라남도 신안군 압해읍 무지개길 350","58822","나라857506","126.2498205","34.84449766","공립","1종","061-240-5442","2014.03.05","O","2020.05.11","전남-공립13-2020-05호","www.shinan.go.kr/home/museum","X",,"X","8,114","1,409","666",,,"39","18",,"연5회","2","313","22,328","71","10,000","0","2,000","5,000","10,000","20",,"출향도민, 자매결연 시군민","신안군민, 국가유공자, 장애인, 미취학아동 무료",,,,,,,,,,"4","1","0",,"2",,"2",,,,,,,,,,,"20260610","문화기반시설총람 2025","KC_478_DMSTC_MCST_ARTGR_2025","20251231"
"KCDMART25N000000219","문화시설","미술관","전남도립미술관","전남","광양시","4623025031","광양읍 인동리","4623025000","광양읍","462303283036","전라남도 광양시 광양읍 순광로 660","57758","라라081636","127.5888589","34.9677499","공립","1종","061-760-3242","2021.03.22","O","2020.12.11","전남-공립13-2020-08호","artmuseum.jeonnam.go.kr","O","무료","O","17,598","11,580","2,709",,"666","393","83","2,166","연10회","25","311","115,006","370",,,,,,,,,,"1,000","0","700","700","700","30","50","전남도민할인, 전남사랑도민증, 단체할인, 예술인할인","미취학, 경로, 장애인, 보훈대상","727","7","5",,"6","7","9",,"700",,,,,,,,,"20260610","문화기반시설총람 2025","KC_478_DMSTC_MCST_ARTGR_2025","20251231"
"KCDMART25N000000220","문화시설","미술관","함평군립미술관","전남","함평군","4686025024","함평읍 수호리","4686025000","함평읍","468603297002","전라남도 함평군 곤재로 27","57143","다라106738","126.5199063","35.05612701","공립","1종","061-320-2276","2011.04.29","O","2011.06.17","전남-공립13-2011-04호","www.hpart.or.kr","X",,"X","26,730","3,854","1,238",,"288","103","21","1,371","연5회","3","287","53,518","186",,,,,,,,,"전체",,,,,,,,,"전체","7","2","2","2","1",,"2",,,,,,,,,,,"20260610","문화기반시설총람 2025","KC_478_DMSTC_MCST_ARTGR_2025","20251231"
"KCDMART25N000000221","문화시설","미술관","화순군립최상준미술관","전남","화순군","4679025026","화순읍 동구리","4679025000","화순읍","467903291032","전라남도 화순군 화순읍 진각로 249-8","58105","다라532754","126.9875228","35.0733094","공립","2종","061-379-3836","2018.10.22","O","2018.11.16","전남-공립21-2018-04호","sbart.or.kr","X",,"X","142,852","1,090","387",,"60","51","26","638","연4회","3","310","21,000","68",,,,,,,,,,,,,,,,,,,"4","1","1","3",,,,,,,,,,,,,,"20260610","문화기반시설총람 2025","KC_478_DMSTC_MCST_ARTGR_2025","20251231"
"KCDMART25N000000222","문화시설","미술관","갓바위미술관","전남","목포시","4611011100","명륜동","4611059500","목원동","461104643050","전라남도 목포시 노적봉길 4-1","58728","나라979445","126.3849986","34.79023295","사립","2종","061-279-5763","2015.10.27","O","2015.10.27","전남-사립21-2015-04호",,"X",,"X","351","205","120",,,"20",,,"연4회",,"300","1,825","6",,,,,,,,,"전체",,,,,,,,,,"2","0","0",,,,,,,"1","1",,,,,,,"20260610","문화기반시설총람 2025","KC_478_DMSTC_MCST_ARTGR_2025","20251231"
"KCDMART25N000000223","문화시설","미술관","강진미술관","전남","강진군","4681025021","강진읍 동성리","4681025000","강진읍","468104679094","전라남도 강진군 강진읍 동문길 39","59226","다라329279","126.7685942","34.6439669","사립","1종","061-430-3343","2018.10.19","O","2018.11.16","전남-사립13-2018-03호",,"X",,"X","4,369","685","511",,,"85","42","10","연1회",,"310","2,211","7",,,,,,,,,"전체",,,,,,,,,"전체","2","0","0",,,,,,,"1","1",,,,,,,"20260610","문화기반시설총람 2025","KC_478_DMSTC_MCST_ARTGR_2025","20251231"
"KCDMART25N000000224","문화시설","미술관","경훈미술관","전남","목포시","4611010200","산정동","4611053500","연동","461103281032","전라남도 목포시 산정로 67 정화빌딩","58731","나라987450","126.3927721","34.79459012","사립","2종","061-277-6900","2016.04.15","O","2016.06.24","전남-사립21-2016-03호","gyeonghoonmuseum.creatorlink.net","X",,"X","329","140","114",,,"14",,,"연9회","12","365","158,000","433",,,,,,,,,"전체",,,,,,,,,,"6","0","0",,,,,,,"3","1",,,,"1","1",,"20260610","문화기반시설총람 2025","KC_478_DMSTC_MCST_ARTGR_2025","20251231"
"KCDMART25N000000225","문화시설","미술관","공예미술관 보임쉔","전남","담양군","4671041025","대전면 응용리","4671041000","대전면","467104658226","전라남도 담양군 대전면 신룡길 79-3","57330","다라435949","126.8795976","35.24869707","사립","2종","061-383-6473","2015.04.17","O","2015.05.01","전남-사립21-2015-01호","www.artbaum.co.kr","X",,"X","912","373","158",,"34","8",,,"연2회","4","312","4,680","15",,,,,,,,,"전체",,,,,,,,,,"8","0","0",,,,,,,"4","2","1","1",,,,,"20260610","문화기반시설총람 2025","KC_478_DMSTC_MCST_ARTGR_2025","20251231"
"KCDMART25N000000226","문화시설","미술관","나절로미술관","전남","진도군","4690034028","임회면 상만리","4690034000","임회면","469002017002","전라남도 진도군 임회면 진도대로 3886","58944","나다821995","126.2184684","34.38278134","사립","1종","061-543-8841","1996.08.20","O","2007.08.27","전남-사립13-2007-01호","http://najulro.modoo.at","X",,"X","10,670","822","822",,"25","25","25","10,000",,,"211","331","1",,,,,,,,,"전체",,,,,,,,,,"2","0","0",,,,,,,"1","1",,,,,,,"20260610","문화기반시설총람 2025","KC_478_DMSTC_MCST_ARTGR_2025","20251231"
"KCDMART25N000000227","문화시설","미술관","남포미술관","전남","고흥군","4677044021","영남면 양사리","4677044000","영남면","467703289028","전라남도 고흥군 영남면 팔영로 1081","59520","다라960232","127.4572018","34.60370701","사립","1종","061-832-0003","2005.02.23","O","2005.02.19","전남 사립13-2005-01호","www.nampoart.co.kr","X",,"X","8,200","965","213",,"198","34","34","2,000","연 6회",,"250","11,000","44",,,,,,,,,"전체",,,,,,,,,,"6","0","0",,,,,,,"3","1","1","1",,,,,"20260610","문화기반시설총람 2025","KC_478_DMSTC_MCST_ARTGR_2025","20251231"
"KCDMART25N000000228","문화시설","미술관","다산미술관","전남","화순군","4679041534","사평면 다산리","4679041500","사평면","467904673074","전라남도 화순군 사평면 다공길 25","58145","다라659698","127.1263483","35.02337437","사립","1종","061-371-3443","2001.04.08","O","2006.01.10","전남-사립13-2006-01호","www.dasan-art.net","X",,"X","2,650","378","120",,"78","60","70","2,500","연7회","6","310","2,100","7",,,,,,,,,,,,,,,,,,,"14","0","0",,,,,,,"7","1","3","3",,,,,"20260610","문화기반시설총람 2025","KC_478_DMSTC_MCST_ARTGR_2025","20251231"
"KCDMART25N000000229","문화시설","미술관","대담미술관","전남","담양군","4671025027","담양읍 향교리","4671025000","담양읍","467104658237","전라남도 담양군 담양읍 언골길 5-4","57336","다마530034","126.9835096","35.32530751","사립","1종","061-381-0082","2010.06.20","O","2010.09.30","전남-사립13-2010-01호","www.daedam.kr","X",,"X","2,130","895","416",,"58","30",,,"연3회","13","365","64,044","175",,,,,,,,,"전체",,,,,,,,,"전체","6","0","0",,,,,,,"3","2",,,,"1",,,"20260610","문화기반시설총람 2025","KC_478_DMSTC_MCST_ARTGR_2025","20251231"
"KCDMART25N000000230","문화시설","미술관","도화헌미술관","전남","고흥군","4677034022","도화면 구암리","4677034000","도화면","467703289014","전라남도 고흥군 도화면 땅끝로 860-5","59531","다라840061","127.3265708","34.44904959","사립","1종","061-832-1333","2000.01","O","2009.02.10","전남-사립13-2009-01호","www.dowhahun.com","X",,"X","3,868","232","131",,"83","50","78","1,000","연12회","3","363","7,000","19",,,,,,,,,"전체",,,,,,,,,"전체","8","0","0",,,,,,,"4","1","1","1","1",,,,"20260610","문화기반시설총람 2025","KC_478_DMSTC_MCST_ARTGR_2025","20251231"
"KCDMART25N000000231","문화시설","미술관","리:피움미술관","전남","고흥군","4677039021","남양면 장담리","4677039000","남양면","467704667412","전라남도 고흥군 남양면 송정옥천길 214","59509","다라876360","127.3652921","34.71873224","사립","미등록","061-830-4989","2021.04","X","미등록","미등록","www.repioom.modoo.at","X",,"X","8,211","835","126",,,,,,"연2회","10","216","2,000","9","6,000","3,000","3,000","3,000","6,000",,,,,"6,000","3,000","3,000","3,000","6,000",,,"60세 이상 장담리 주민 관람료 1,000원",,"4","0","0",,,,,,,"2",,"1","1",,,,,"20260610","문화기반시설총람 2025","KC_478_DMSTC_MCST_ARTGR_2025","20251231"
"KCDMART25N000000232","문화시설","미술관","산꽃미술관","전남","진도군","4690025028","진도읍 수유리","4690025000","진도읍","469003301015","전라남도 진도군 진도읍 서부해안로 828","58929","나라832150","126.2275807","34.52308172","사립","2종","061-544-0202","2010.05.01","O","2022.04.25","전남-사립21-2022-01호",,"X",,"X","8,820","478","139",,"70","32",,"46","연13회",,"250","500","2",,,,,,,,,"전체",,,,,,,,,,"2","0","0",,,,,,,"1","1",,,,,,,"20260610","문화기반시설총람 2025","KC_478_DMSTC_MCST_ARTGR_2025","20251231"
"KCDMART25N000000233","문화시설","미술관","섬in섬 연홍미술관","전남","고흥군","4677033023","금산면 신전리","4677033000","금산면","467704667485","전라남도 고흥군 금산면 연홍길 94","59564","다라622076","127.0895017","34.46190966","사립","미등록","061-844-8856","2006.11.11","X","미등록","미등록","www.yunhongart.kr","X",,"X","345","165","165",,,,,,"연3회","2","312","31,000","99",,,,,,,,,"전체",,,,,,,,,"전체","0","0","0",,,,,,,"0",,,,,,,,"20260610","문화기반시설총람 2025","KC_478_DMSTC_MCST_ARTGR_2025","20251231"
"KCDMART25N000000234","문화시설","미술관","소소미술관","전남","화순군","4679036032","도곡면 원화리","4679036000","도곡면","467903291031","전라남도 화순군 도곡면 지강로 467-1","58148","다라457713","126.9055489","35.03595977","사립","1종","061-375-1995","2014.08.01","O","2014.10.26","전남-사립13-2014-05호","https://sosoart.org/about-us","X",,"X","2,100","1,190","117",,"50","27","50","800","연10회","2","365","10,950","30",,,,,,,,,"전체",,,,,,,,,"전체","12","0","0",,,,,,,"6","3",,,,"3",,,"20260610","문화기반시설총람 2025","KC_478_DMSTC_MCST_ARTGR_2025","20251231"
"KCDMART25N000000235","문화시설","미술관","아인미술관","전남","장성군","4688025035","장성읍 야은리","4688025000","장성읍","468804697132","전라남도 장성군 장성읍 미락단지길 8","57210","다마379056","126.8172208","35.34424204","사립","2종","0507-1312-2003","2020.08.15","O","2021.08.30","전남-사립21-2021-03호","blog.naver.com/ainmuseum","X",,"X","701","206","206",,,"33",,,"연5회","2","365","18,632","51",,,,,,,,,"전체",,,,,,,,,"전체","2","0","0",,,,,,,"1","1",,,,,,,"20260610","문화기반시설총람 2025","KC_478_DMSTC_MCST_ARTGR_2025","20251231"
"KCDMART25N000000236","문화시설","미술관","아천미술관","전남","영암군","4683033021","신북면 모산리","4683033000","신북면","468304685451","전라남도 영암군 신북면 하정길 12-7","58401","다라273552","126.704699","34.88939751","사립","1종","061-472-9220","2003.02.28","O","2003.02.28","전남-사립13-2003-01호","www.achen.kr","O","무료","O","9,917","905","812",,"56","44","56","15,000","연5회","6","301","2,500","8",,,,,,,,,"전체",,,,,,,,,,"10","0","0",,,,,,,"5","2","1","1","1",,,,"20260610","문화기반시설총람 2025","KC_478_DMSTC_MCST_ARTGR_2025","20251231"
"KCDMART25N000000237","문화시설","미술관","아트센터신선미술관","전남","목포시","4611015800","상동","4611075800","신흥동","461104643740","전라남도 목포시 평화로 14번길 3(상동)","58749","다라019451","126.4278861","34.79655492","사립","1종","061-284-7887","2013.12.24","O","2014.07.22","전남-사립13-2014-02호","www.sinsun.me","X",,"X","396","245","115",,"100",,,,"연7회","6","280","14,000","50",,,,,,,,,"전체","3,000","0","0","0","2,000","50",,,,"8","0","0",,,,,,,"4","1","1","1",,,"1",,"20260610","문화기반시설총람 2025","KC_478_DMSTC_MCST_ARTGR_2025","20251231"
"KCDMART25N000000238","문화시설","미술관","여귀산미술관","전남","진도군","4690034029","임회면 죽림리","4690034000","임회면","469004703253","전라남도 진도군 임회면 죽림길 100","58944","나라851004","126.2505251","34.39099158","사립","1종","061-542-1005","2020.12.15","O","2020.12.08","전남-사립13-2022-02호","seagreen.co.kr","X",,"X","3,207","328","266",,"58","10","26","500","연4회","6","311","10,000","32",,,,,,,,,"전체",,,,,,,,,,"4","0","0",,,,,,,"2","1",,,"1",,,,"20260610","문화기반시설총람 2025","KC_478_DMSTC_MCST_ARTGR_2025","20251231"
"KCDMART25N000000239","문화시설","미술관","여수미술관","전남","여수시","4613012800","학동","4613078000","쌍봉동","461303282016","전라남도 여수시 도원로 263-1","59673","라라146407","127.6601363","34.76132376","사립","1종","061-685-9559","2018.03.02","O","2018.01.25","전남-사립13-2018-01호","www.yeosumuseum.co.kr","X",,"X","540","382","237",,"71","58",,,"연3회","4","262","4,860","19",,,,,,,,,,,,,,,,,,,"2","0","0",,,,,,,"1","1",,,,,,,"20260610","문화기반시설총람 2025","KC_478_DMSTC_MCST_ARTGR_2025","20251231"
"KCDMART25N000000240","문화시설","미술관","이안미술관","전남","영암군","4683025325","삼호읍 산호리","4683025300","삼호읍","468303295110","전라남도 영암군 삼호읍 녹색로 1126-171","58465","다라074388","126.488674","34.73960699","사립","1종","061-461-1210","2008.05.02","O","2007.12.06","전남-사립13-2007-02호","blog.naver.com/ianartgallery","O","무료","X","1,885","1,038","713",,"190",,,,"연10회 이상",,"312","21,666","69",,,,,,,,,"전체",,,,,,,,,"전체","6","0","0",,,,,,,"3","1",,,"2",,,,"20260610","문화기반시설총람 2025","KC_478_DMSTC_MCST_ARTGR_2025","20251231"
"KCDMART25N000000241","문화시설","미술관","우종미술관","전남","보성군","4678037027","조성면 대곡리","4678037000","조성면","467804670373","전라남도 보성군 조성면 조성3길 338","59432","다라745469","127.2217642","34.81709589","사립","1종","061-804-1091","2008.10.24","O","2008.10.14","전남-사립13-2008-04호","www.ujongart.com","X",,"X","3,400","560","359",,"66","22","21","220","연3회","3","260","12,000","46","4,000","0","2,000","2,000","4,000","50",,"","골프장 내방객, 70세 이상, 영유아, 국가유공자","4,000","0","2,000","2,000","4,000","50",,,"골프장 내방객, 70세 이상, 영유아, 국가유공자","10","0","0",,,,,,,"5","3",,,"2",,,,"20260610","문화기반시설총람 2025","KC_478_DMSTC_MCST_ARTGR_2025","20251231"
"KCDMART25N000000242","문화시설","미술관","유달미술관","전남","목포시","4611010200","산정동","4611055800","원산동","461103281065","전라남도 목포시 원산중앙로 52 2층","58636","나라973466","126.3776141","34.80949282","사립","2종","061-984-8008","2020.12.11","O","2020.12.11","전남-사립21-2020-06호",,"X",,"X",,"793","207",,,"15",,,"연10회",,"212","5,100","24",,,,,,,,,"전체",,,,,,,,,,"4","0","0",,,,,,,"2","1",,,"1",,,,"20260610","문화기반시설총람 2025","KC_478_DMSTC_MCST_ARTGR_2025","20251231"
"KCDMART25N000000243","문화시설","미술관","잠월미술관","전남","함평군","4686037028","해보면 산내리","4686037000","해보면","468604691128","전라남도 함평군 해보면 산내길 60","57116","다라137867","126.5528598","35.17247456","사립","1종","070-8872-6718","2006.10.14","O","2006.12.08","전남-사립13-2006-04호","www.zamworl.com","X",,"X","3,168","232","269",,,"46",,,"연4회","4","200","3,200","16",,,,,,,,,"전체",,,,,,,,,"전체","2","0","0",,,,,,,"1",,,,"1",,,,"20260610","문화기반시설총람 2025","KC_478_DMSTC_MCST_ARTGR_2025","20251231"
"KCDMART25N000000244","문화시설","미술관","장전미술관(휴관)","전남","진도군","4690034022","임회면 삼막리","4690034000","임회면","469004703299","전라남도 진도군 임회면 하미길 39","58940","나라840047","126.2379554","34.4297596","사립","1종","061-543-0706","1989.11.19","O","1992.12.21","전남-사립13-1992-01호",,"X",,"X","686","686","253",,"66","33","33","1,500",,,"0","-","-",,,,,,,,,"전체",,,,,,,,,,"0","0","0",,,,,,,"0",,,,,,,,"20260610","문화기반시설총람 2025","KC_478_DMSTC_MCST_ARTGR_2025","20251231"
"KCDMART25N000000245","문화시설","미술관","진도솔마루미술관","전남","진도군","4690031028","군내면 분토리","4690031000","군내면","469003301001","전라남도 진도군 군내면 가흥로 641","58904","나라890139","126.291313","34.51366797","사립","1종","061-543-8787","2007.05.03","O","2017.06.09","전남-사립13-2017-03호",,"X",,"X","12,740","549","248",,"124","25","34","5,000","연2회",,"330","400","1",,,,,,,,,"전체",,,,,,,,,"전체","2","0","0",,,,,,,"1","1",,,,,,,"20260610","문화기반시설총람 2025","KC_478_DMSTC_MCST_ARTGR_2025","20251231"
"KCDMART25N000000246","문화시설","미술관","진도현대미술관","전남","진도군","4690025024","진도읍 교동리","4690025000","진도읍","469004703042","전라남도 진도군 진도읍 교동5길 30","58913","나라860108","126.2592679","34.48485654","사립","1종","061-542-6711","2015.11.15","O","2015.11.15","전남-사립13-2015-05호","www.jindohart.com","X",,"X","549","549","549",,,"49","99","3,000","연4회","9","315","4,789","15",,,,,,,,,"전체",,,,,,,,,,"4","0","0",,,,,,,"2","2",,,,,,,"20260610","문화기반시설총람 2025","KC_478_DMSTC_MCST_ARTGR_2025","20251231"
"KCDMART25N000000247","문화시설","미술관","태곳미술관","전남","화순군","4679025041","화순읍 내평리","4679025000","화순읍","467904673062","전라남도 화순군 화순읍 내평길 39-11","58141","다라514715","126.9680969","35.03755812","사립","2종","061-375-1556","2017.04.01","O","2021.12.22","전남-사립21-2021-04호","tgartmuseum.modoo.at","X",,"X","194","109","85",,"8","5",,,"연9회","7","200","2,000","10",,,,,,,,,"전체",,,,,,,,,,"6","0","0",,,,,,,"3","1","1","1",,,,,"20260610","문화기반시설총람 2025","KC_478_DMSTC_MCST_ARTGR_2025","20251231"
"KCDMART25N000000248","문화시설","미술관","학명미술관","전남","강진군","4681036021","성전면 월남리","4681036000","성전면","468104679320","전라남도 강진군 성전면 월남3길 78-2","59200","다라281388","126.7151606","34.74198357","사립","1종","061-433-5578","2009.04.01","O","2011.05.26","전남-사립13-2011-03호","학명미술관.com","O","무료","X","6,786","140","280",,"100","35","45","400","연3회","4","310","711","2",,,,,,,,,"전체",,,,,,,,,"전체","2","0","0",,,,,,,"1","1",,,,,,,"20260610","문화기반시설총람 2025","KC_478_DMSTC_MCST_ARTGR_2025","20251231"
"KCDMART25N000000249","문화시설","미술관","행촌미술관","전남","해남군","4682025021","해남읍 해리","4682025000","해남읍","468203294030","전라남도 해남군 해남읍 해남로 45","59024","다라185200","126.6125027","34.57106584","사립","1종","061-533-3663","2014.10.17","O","2014.12.09","전남-사립13-2014-08호","haengchon.or.kr","X",,"X","100","429","100",,"200","27","13","1,003","8회","4","121","37,873","313",,,,,,,,,,,,,,,,,,"전체","4","0","0",,,,,,,"2","1",,,"1",,,,"20260610","문화기반시설총람 2025","KC_478_DMSTC_MCST_ARTGR_2025","20251231"
"KCDMART25N000000250","문화시설","미술관","회정미술관","전남","고흥군","4677039025","남양면 중산리","4677039000","남양면","467703289003","전라남도 고흥군 남양면 고흥로 3764","59505","다라846381","127.331824","34.73729264","사립","미등록","061-835-6900","2022.09.13","X","미등록","미등록",,"X",,"X","2,682","433","214",,"50","50",,,"연4회",,"365","7,300","20",,,,,,,,,"전체",,,,,,,,,,"0","0","0",,,,,,,"0",,,,,,,,"20260610","문화기반시설총람 2025","KC_478_DMSTC_MCST_ARTGR_2025","20251231"
"KCDMART25N000000251","문화시설","미술관","동암미술관","전남","화순군","4679042031","동면 천덕리","4679042000","동면","467904673448","전라남도 화순군 동면 천덕길 110","58131","다라593700","127.0542233","35.02481263","사립","1종","061-379-3836","2021.12.05","O","2024.05.01","전남-사립13-2024-01호",,"X",,"X","2,550","354","173",,,"17",,"100",,"0","365","3,700","10",,,,,,,,,"전체",,,,,,,,,,"2","0","0",,,,,,,"1","1",,,,,,,"20260610","문화기반시설총람 2025","KC_478_DMSTC_MCST_ARTGR_2025","20251231"
"KCDMART25N000000252","문화시설","미술관","경주솔거미술관","경북","경주시","4713013500","천군동","4713066000","보덕동","471303305005","경상북도 경주시 경감로 614","38118","마마615610","129.2888671","35.8322527","공립","1종","054-740-3990","2015.08.21","O","2018.08.21","경북-공립13-2018-01호","www.gjsam.or.kr","X",,"O","14,880","1,506","1,340",,"40","15","40","300","연9회","3","365","109,250","299","12,000","10,000","10,000","10,000","12,000","20",,,"36개월 미만, 중증장애인, 기초생활수급자","12,000","10,000","10,000","10,000","12,000",,,,"36개월 미만, 중증장애인, 기초생활수급자","8","2","2",,"6",,,,,,,,,,,,,"20260610","문화기반시설총람 2025","KC_478_DMSTC_MCST_ARTGR_2025","20251231"
"KCDMART25N000000253","문화시설","미술관","경주예술의전당 알천미술관","경북","경주시","4713012400","황성동","4713062100","황성동","471303305039","경상북도 경주시 알천북로 1","38089","마마540642","129.2059962","35.86235646","공립","1종","1588-4925","2010.11.16","O","2015.05.29","경북-공립13-2015-01호","www.garts.kr","X",,"X","31,595","21,232","2,320",,"1,423","179","66","177","연6회","1","365","101,569","278",,,,,,,,,,"5,000","3,000","3,000","3,000","5,000","10","50","경주시민, 예술인패스소지자, 장애인, 국가유공자, 독립유공자, 5.18민주유공자, 특수임무수행자 등 1,000원 할인","만 36개월 미만 유아, 65세 이상","2","2","2",,,,,,,,,,,,,,,"20260610","문화기반시설총람 2025","KC_478_DMSTC_MCST_ARTGR_2025","20251231"
"KCDMART25N000000254","문화시설","미술관","군립청송야송미술관","경북","청송군","4775037049","진보면 신촌리","4775037000","진보면","477503018013","경상북도 청송군 진보면 경동로 5162","37411","마바450354","129.1192011","36.50585697","공립","미등록","054-872-6436","2005.04.29","X","미등록","미등록",,"X",,"X","10,477","2,605","1,307",,"97","139","59","15,000","연4회",,"313","26,103","83",,,,,,,,,"전체",,,,,,,,,"전체","1","1","1",,,,,,,,,,,,,,,"20260610","문화기반시설총람 2025","KC_478_DMSTC_MCST_ARTGR_2025","20251231"
"KCDMART25N000000255","문화시설","미술관","김천시립미술관","경북","김천시","4715010700","황금동","4715056500","양금동","471504718171","경상북도 김천시 남산공원길 90-14","39595","라마557912","128.1194876","36.11679549","공립","1종","054-420-6724","2012.12.24","O","2018.07.01","경북-공립13-2014-01호","www.gc.go.kr/gma/main.do","X",,"X","6,752","1,031","278",,"97","26",,,"연5회","11","310","12,262","40",,,,,,,,,"전체",,,,,,,,,"전체","0","1","0",,,,,,,,,,,,,,,"20260610","문화기반시설총람 2025","KC_478_DMSTC_MCST_ARTGR_2025","20251231"
"KCDMART25N000000256","문화시설","미술관","포항시립미술관","경북","포항시","4711312300","환호동","4711371000","환여동","471134712901","경상북도 포항시 북구 환호공원길 10","37600","마마703871","129.3912263","36.06627234","공립","1종","054-270-4700","2009.12.15","O","2011.08.18","경북-공립13-2011-02호","poma.pohang.go.kr/poma","X",,"O","8,008","5,657","1,143",,"124","220","79","8,468","연7회","18","275","171,905","625",,,,,,,,,"전체",,,,,,,,,"전체","2","5","0",,,,"2",,,,,,,,,,,"20260610","문화기반시설총람 2025","KC_478_DMSTC_MCST_ARTGR_2025","20251231"
"KCDMART25N000000257","문화시설","미술관","시안미술관","경북","영천시","4723033027","화산면 가상리","4723033000","화산면","472303310001","경상북도 영천시 화산면 가래실로 364","38808","마마251826","128.8892466","36.03276243","사립","1종","054-338-9391","2004.04.17","O","2004.12.22","경북-사립13-2004-03호","www.cianmuseum.org","O","무료","O","17,793","4,500","900",,"230","45","80","650","연5회","10","275","12,500","45","4,000","0","2,000","2,000","4,000","20","50","예술인패스, 영천시민, 장애인, 후원기업","화산면민, 중증장애인, 미취학아동","2,000","0","1,000","1,000","2,000","30","50","예술인패스, 영천시민, 장애인, 후원기업","화산면민, 중증장애인, 미취학아동","12","0","0",,,,,,,"6","3","1","1",,"1",,,"20260610","문화기반시설총람 2025","KC_478_DMSTC_MCST_ARTGR_2025","20251231"
"KCDMART25N000000258","문화시설","미술관","신풍미술관","경북","예천군","4790040025","지보면 신풍리","4790040000","지보면","479004769232","경상북도 예천군 지보면 신풍1리길 50","36855","라바838384","128.4368474","36.53970006","사립","2종","054-653-9329","2010.07.10","O","2012.06.01","경북-사립21-2012-01호","http://www.sinpungartm.org","X",,"X","3,306","397","218",,,"39",,"3,000","연11회","28","300","4,232","14","5,000","2,000","2,000","2,000","5,000","10","50","단체 외 미술주간 방문객 할인정책, 문화의 날 등","만 48개월 미만 유아, 국가보훈대상자, 기초수급자, 장애인(1~3급) 등","5,000","2,000","2,000","2,000","5,000","10","50","단체 외 미술주간 방문객 할인정책, 문화의 날 등","만 48개월 미만 유아, 국가보훈대상자, 기초수급자, 장애인(1~3급) 등","8","0","0",,,,,,,"4","1",,,,,"3",,"20260610","문화기반시설총람 2025","KC_478_DMSTC_MCST_ARTGR_2025","20251231"
