facility_type,ID,FCLTY_NM,CTPRVN_NM,SIGNGU_NM,LEGALDONG_NM,ADSTRD_NM,FCLTY_LO,FCLTY_LA,OPNNG_DE,OPNNG_DE_RAW,OPNNG_DE_PRECISION,OPNNG_DAY_CO,BASE_DE,LAST_CHG_DE,LND_AR_VALUE,EDC_FCLTY_AR_VALUE,DATA_SPCE_AR_VALUE,NMPR_CO,QUALF_HOLD_CO,GNRL_GVRNM_EMP_CO,CNTRCT_EMP_CO,PUBLIC_VLNTER_CO,ARTGR_EMP_CO,PRFSN_CO,PRVATE_VLNTER_CO,DATA_CO,TOT_PROGRM_CO,VIEWNG_NMPR_CO,DAY_AVRG_VIEWNG_NMPR_CO,MOBILE_PROVD_AT,SOUND_PROVD_AT,HMPG_ADDR,TEL_NO,OPNNG_DAY_CO_IQR_OUTLIER,LND_AR_VALUE_IQR_OUTLIER,EDC_FCLTY_AR_VALUE_IQR_OUTLIER,DATA_SPCE_AR_VALUE_IQR_OUTLIER,NMPR_CO_IQR_OUTLIER,QUALF_HOLD_CO_IQR_OUTLIER,GNRL_GVRNM_EMP_CO_IQR_OUTLIER,CNTRCT_EMP_CO_IQR_OUTLIER,PUBLIC_VLNTER_CO_IQR_OUTLIER,ARTGR_EMP_CO_IQR_OUTLIER,PRFSN_CO_IQR_OUTLIER,PRVATE_VLNTER_CO_IQR_OUTLIER,DATA_CO_IQR_OUTLIER,TOT_PROGRM_CO_IQR_OUTLIER,VIEWNG_NMPR_CO_IQR_OUTLIER,DAY_AVRG_VIEWNG_NMPR_CO_IQR_OUTLIER,IQR_OUTLIER_FLAG_COUNT,OPNNG_YEAR,BASE_YEAR,OPERATING_YEARS,REGION_GROUP,SIDO_SIGUNGU,LOG1P_LND_AR_VALUE,LOG1P_EDC_FCLTY_AR_VALUE,LOG1P_DATA_SPCE_AR_VALUE,LOG1P_NMPR_CO,LOG1P_DATA_CO,LOG1P_TOT_PROGRM_CO,LOG1P_VIEWNG_NMPR_CO,LOG1P_DAY_AVRG_VIEWNG_NMPR_CO
박물관,KCDMMUS23N000000562,도계민화박물관(휴관),충남,천안시 동남구,구성동,청룡동,127.1722236,36.79279624,2016-01-28,2016.01.28,day,,2025-03-27,2025-03-27,567.0,33.42,2.6,,,,,,,,,100.0,3.0,,,X,X,blog.naver.com/onuonu0610,,,False,False,False,,,,,,,,,False,False,,,0,2016,2025,9,충청권,충남 천안시 동남구,6.342121418721152,3.5386377907833935,1.2809338454620642,,4.61512051684126,1.3862943611198906,,
박물관,KCDMMUS23N000000563,독립기념관,충남,천안시 동남구,목천읍 남화리,목천읍,127.2303981,36.781872,1987-08-15,1987.08.15,day,318.0,2025-03-27,2025-03-27,3872931.0,1876.0,591.0,,,,,,38.0,58.0,,103000.0,45.0,1601941.0,5038.0,X,O,www.i815.or.kr,041-560-0114,False,True,True,True,,,,,,True,True,,True,True,True,True,9,1987,2025,38,충청권,충남 천안시 동남구,15.169522400893749,7.537430036586509,6.3835066348840055,,11.542493975902508,3.828641396489095,14.286727201210963,8.524962928680598
박물관,KCDMMUS23N000000564,동산박물관,충남,공주시,반포면 봉곡리,반포면,127.2322116,36.40257432,1997-03-01,1997.03.01,day,300.0,2025-03-27,2025-03-27,3500.0,198.0,37.0,,,,,,1.0,1.0,,3500.0,4.0,3500.0,12.0,X,X,www.dongsanmuseum.com,041-858-5009,False,False,False,False,,,,,,False,False,,False,False,False,False,0,1997,2025,28,충청권,충남 공주시,8.160803920954665,5.293304824724492,3.6375861597263857,,8.160803920954665,1.6094379124341003,8.160803920954665,2.5649493574615367
박물관,KCDMMUS23N000000565,복권박물관(휴관),충남,천안시 동남구,안서동,신안동,127.201708,36.84872511,1997-03-03,1997.03.03,day,,2025-03-27,2025-03-27,165.0,,,,,,,,,,,,,,,X,X,,02-2073-7755,,False,,,,,,,,,,,,,,,0,1997,2025,28,충청권,충남 천안시 동남구,5.111987788356544,,,,,,,
박물관,KCDMMUS23N000000566,부여생활사박물관,충남,부여군,규암면 호암리,규암면,126.9169635,36.3065313,2010-10-01,2010.10.01,day,363.0,2025-03-27,2025-03-27,4069.0,100.0,14.0,,,,,,,,,50.0,3.0,4990.0,14.0,X,X,buyeolifemuseum.modoo.at,041-835-0041,False,False,False,False,,,,,,,,,False,False,False,False,0,2010,2025,15,충청권,충남 부여군,8.311398278436641,4.61512051684126,2.70805020110221,,3.9318256327243257,1.3862943611198906,8.515391569469609,2.70805020110221
박물관,KCDMMUS23N000000567,수덕사근역성보관,충남,예산군,덕산면 사천리,덕산면,126.6227767,36.65945907,2000-04-11,2000.04.11,day,100.0,2025-03-27,2025-03-27,1678.99,157.44,12.96,,,,,,3.0,,,2300.0,7.0,1500.0,15.0,X,X,sudeokmuseum.or.kr,041-330-7700,True,False,False,False,,,,,,False,,,False,False,False,False,1,2000,2025,25,충청권,충남 예산군,7.4265431199986365,5.065375972753716,2.6361960973342264,,7.741099090035366,2.0794415416798357,7.313886831633462,2.772588722239781
박물관,KCDMMUS23N000000568,아산정린박물관,충남,아산시,배방읍 휴대리,배방읍,127.1176484,36.77243961,2015-01-06,2015.01.06,day,100.0,2025-03-27,2025-03-27,3460.0,165.0,13.0,,,,,,,,,1500.0,,500.0,5.0,X,X,blog.naver.com/jeonglin,041-549-4005,True,False,False,False,,,,,,,,,False,,False,False,1,2015,2025,10,충청권,충남 아산시,8.149312843635345,5.111987788356544,2.6390573296152584,,7.313886831633462,,6.2166061010848646,1.791759469228055
박물관,KCDMMUS23N000000569,안면도쥬라기박물관,충남,태안군,남면 신온리,남면,126.3107126,36.60929371,2011-07-11,2011.07.11,day,317.0,2025-03-27,2025-03-27,33000.0,68.0,,,,,,,4.0,,,,8.0,160000.0,505.0,O,X,www.anmyondojurassic.com,041-674-5660,False,False,False,,,,,,,False,,,,False,True,False,1,2011,2025,14,충청권,충남 태안군,10.404293143019792,4.23410650459726,,,,2.1972245773362196,11.982935344196433,6.226536669287466
박물관,KCDMMUS23N000000570,온양민속박물관,충남,아산시,권곡동,온양3동,127.0079103,36.79323056,1978-10-25,1978.10.25,day,295.0,2025-03-27,2025-03-27,66000.0,503.0,,,,,,,2.0,2.0,,,11.0,30862.0,105.0,X,O,onyangmuseum.or.kr,041-542-6001,False,True,False,,,,,,,False,False,,,False,False,False,1,1978,2025,47,충청권,충남 아산시,11.097425172408931,6.222576268071369,,,,2.4849066497880004,10.33731333441325,4.663439094112067
박물관,KCDMMUS23N000000571,태영민속박물관,충남,금산군,남이면 하금리,남이면,127.4368332,36.05144034,2000-10-21,2000.10.21,day,265.0,2025-03-27,2025-03-27,3300.0,99.0,20.0,,,,,,2.0,1.0,,700.0,,2350.0,9.0,X,X,www.tfmuseum.org,041-754-7942,False,False,False,False,,,,,,False,False,,False,,False,False,0,2000,2025,25,충청권,충남 금산군,8.101980731853192,4.605170185988092,3.044522437723423,,6.55250788703459,,7.762596048540069,2.302585092994046
박물관,KCDMMUS23N000000572,한국고건축박물관(휴관),충남,예산군,덕산면 대동리,덕산면,126.6116118,36.63319372,1998-10-24,1998.10.24,day,,2025-03-27,2025-03-27,528928.0,,,,,,,,1.0,,,,,,,X,X,www.ktam.or.kr,041-330-7708,,True,,,,,,,,False,,,,,,,1,1998,2025,27,충청권,충남 예산군,13.178609486331785,,,,,,,
박물관,KCDMMUS23N000000573,한국도량형박물관,충남,당진시,시곡동,당진3동,126.6765945,36.8927981,2012-08-01,2012.08.01,day,260.0,2025-03-27,2025-03-27,2702.0,120.0,5321.0,,,,,,5.0,1.0,,154616.0,34.0,7800.0,30.0,X,X,kwmuseum.moodoo.at,041-356-9739,False,False,False,True,,,,,,False,False,,True,True,False,False,3,2012,2025,13,충청권,충남 당진시,7.902117546276448,4.795790545596741,8.579604451537634,,11.948706370280338,3.5553480614894135,8.962007209588313,3.4339872044851463
박물관,KCDMMUS23N000000574,한국문인인장박물관,충남,예산군,광시면 운산리,광시면,126.7503304,36.54703688,2000-07-17,2000.07.17,day,220.0,2025-03-27,2025-03-27,3772.0,58.0,23.0,,,,,,1.0,,,532.0,2.0,1000.0,5.0,X,X,blog.naver.com/cnliteraryhs,041-332-0592,False,False,False,False,,,,,,False,,,False,False,False,False,0,2000,2025,25,충청권,충남 예산군,8.235625719964311,4.07753744390572,3.1780538303479458,,6.278521424165844,1.0986122886681098,6.90875477931522,1.791759469228055
박물관,KCDMMUS23N000000575,한국민속극박물관,충남,공주시,의당면 청룡리,의당면,127.1481563,36.50223459,1996-10-04,1996.10.04,day,300.0,2025-03-27,2025-03-27,4290.0,121.1,34.4,,,,,,1.0,1.0,,1000.0,3.0,6537.0,22.0,X,X,cafe.naver.com/dolmorootown,041-855-4933,False,False,False,False,,,,,,False,False,,False,False,False,False,0,1996,2025,29,충청권,충남 공주시,8.364275084991524,4.804840381116659,3.5667118201397288,,6.90875477931522,1.3862943611198906,8.785386587284156,3.1354942159291497
박물관,KCDMMUS23N000000576,한국식기박물관,충남,홍성군,장곡면 산성리,장곡면,126.7423011,36.49396517,2010-09-10,2010.09.10,day,299.0,2025-03-27,2025-03-27,7498.0,99.0,,,,,,,3.0,,,,2.0,4300.0,14.0,X,X,hansikm.com,041-642-3833,False,False,False,,,,,,,False,,,,False,False,False,0,2010,2025,15,충청권,충남 홍성군,8.92252495730139,4.605170185988092,,,,1.0986122886681098,8.366602832783736,2.70805020110221
박물관,KCDMMUS23N000000577,한국자연사박물관,충남,공주시,반포면 학봉리,반포면,127.2448239,36.36640091,2004-10-28,2004.10.28,day,266.0,2025-03-27,2025-03-27,41002.0,300.0,100.0,,,,,,6.0,1.0,,500.0,8.0,28135.0,106.0,X,X,www.krnamu.or.kr,042-824-4055,False,True,False,False,,,,,,False,False,,False,False,False,False,1,2004,2025,21,충청권,충남 공주시,10.621400513741305,5.707110264748875,4.61512051684126,,6.2166061010848646,2.1972245773362196,10.244805174153818,4.672828834461906
박물관,KCDMMUS23N000000578,한국토종씨앗박물관,충남,예산군,대술면 시산리,대술면,126.8784001,36.66630921,2015-05-18,2015.05.18,day,300.0,2025-03-27,2025-03-27,3960.0,240.0,240.0,,,,,,1.0,1.0,,3000.0,5.0,5000.0,17.0,O,X,토종씨앗.com,041-333-5613,False,False,False,True,,,,,,False,False,,False,False,False,False,1,2015,2025,10,충청권,충남 예산군,8.284251797621916,5.484796933490655,5.484796933490655,,8.006700845440367,1.791759469228055,8.517393171418904,2.8903717578961645
박물관,KCDMMUS23N000000579,공주대학교역사박물관,충남,공주시,신관동,신관동,127.1386695,36.46684843,1964-08-12,1964.08.12,day,250.0,2025-03-27,2025-03-27,2500.0,,226.0,2.0,,,1.0,,,,,3500.0,5.0,650.0,3.0,X,X,"www.kongju.ac.kr/kongju/13068/subview.do
www.instagram.com/knumuseum/?utm_medium=copy_link",041-850-8733,False,False,,True,False,,,False,,,,,False,False,False,False,1,1964,2025,61,충청권,충남 공주시,7.824445930877619,,5.424950017481403,1.0986122886681098,8.160803920954665,1.791759469228055,6.478509642208569,1.3862943611198906
박물관,KCDMMUS23N000000580,공주교육대학교 박물관,충남,공주시,봉황동,중학동,127.1196552,36.44520385,1974-05-15,1974.05.15,day,5.0,2025-03-27,2025-03-27,43448.0,,120.0,,,2.0,,,,,,3232.0,,100.0,20.0,X,X,,041-850-1630,True,True,,False,,,False,,,,,,False,,False,False,2,1974,2025,51,충청권,충남 공주시,10.679343115468965,,4.795790545596741,,8.081165777725433,,4.61512051684126,3.044522437723423
박물관,KCDMMUS23N000000581,백석대학교 기독교박물관,충남,천안시 동남구,안서동,신안동,127.1825206,36.83883721,2003-01-01,2003.01.01,day,166.0,2025-03-27,2025-03-27,1317.0,63.7,,,,,,,5.0,,,,,7018.0,42.0,X,X,community.bu.ac.kr/museum,041-550-9102,False,False,False,,,,,,,False,,,,,False,False,0,2003,2025,22,충청권,충남 천안시 동남구,7.183870715062453,4.169761201506855,,,,,8.856376036730422,3.7612001156935624
박물관,KCDMMUS23N000000582,선문대학교박물관,충남,아산시,탕정면 갈산리,탕정면,127.0757322,36.80104045,2006-10-27,2006.10.27,day,224.0,2025-03-27,2025-03-27,2289.0,,,,,,,,1.0,,,,,3600.0,16.0,X,X,museum.sunmoon.ac.kr,041-530-2782,False,False,,,,,,,,False,,,,,False,False,0,2006,2025,19,충청권,충남 아산시,7.736307096548285,,,,,,8.188966863648876,2.833213344056216
박물관,KCDMMUS23N000000583,한국전통문화대학교박물관,충남,부여군,규암면 합정리,규암면,126.8968841,36.30948012,2020-12-21,2020.12.21,day,249.0,2025-03-27,2025-03-27,9197.3,276.6,40.0,5.0,,,,,,,,120.0,1.0,37350.0,150.0,X,X,,041-830-4773,False,False,False,False,False,,,,,,,,False,False,False,False,0,2020,2025,5,충청권,충남 부여군,9.126773963354026,5.62618122863265,3.713572066704308,1.791759469228055,4.795790545596741,0.6931471805599453,10.528114963964265,5.017279836814924
박물관,KCDMMUS23N000000584,한서대학교박물관,충남,서산시,해미면 대곡리,해미면,126.5869648,36.69071528,1995-12-12,1995.12.12,day,255.0,2025-03-27,2025-03-27,2471.0,205.0,21.0,,,,,,2.0,,,4300.0,1.0,1353.0,5.0,X,X,,041-660-1720,False,False,False,False,,,,,,False,,,False,False,False,False,0,1995,2025,30,충청권,충남 서산시,7.812782818577581,5.327876168789581,3.091042453358316,,8.366602832783736,0.6931471805599453,7.21081845347222,1.791759469228055
박물관,KCDMMUS23N000000585,국립익산박물관,전북특별자치도,익산시,금마면 기양리,금마면,127.0287146,36.01155613,2020-01-10,2020.01.10,day,311.0,2025-03-27,2025-03-27,39695.0,393.0,,8.0,1.0,13.0,,,,,,,17.0,394550.0,1269.0,O,X,iksan.museum.go.kr,063-830-0900,False,False,False,,False,False,False,,,,,,,False,True,True,2,2020,2025,5,전라권,전북특별자치도 익산시,10.589005705931582,5.976350909297934,,2.1972245773362196,,2.8903717578961645,12.885503688478982,7.146772179452637
박물관,KCDMMUS23N000000586,국립전주박물관,전북특별자치도,전주시 완산구,효자동2가,효자4동,127.0883736,35.80103929,1990-10-26,1990.10.26,day,362.0,2025-03-27,2025-03-27,64806.0,477.0,375.0,17.0,1.0,25.0,5.0,,,,,35380.0,15.0,498510.0,1377.0,O,X,jeonju.museum.go.kr,063-223-5651,False,True,False,True,False,False,True,False,,,,,True,False,True,True,6,1990,2025,35,전라권,전북특별자치도 전주시 완산구,11.079168901197477,6.169610732491456,5.929589143389895,2.8903717578961645,10.473930231870588,2.772588722239781,13.119380934339171,7.228388451573604
박물관,KCDMMUS23N000000587,국립무형유산원,전북특별자치도,전주시 완산구,동서학동,동서학동,127.1586281,35.80983861,2013-10-01,2013.10.01,day,310.0,2025-03-27,2025-03-27,58156.0,85.31,262.78,6.0,1.0,24.0,,,,,,26181.0,23.0,105641.0,341.0,O,O,www.nihc.go.kr,063-280-1400,False,True,False,True,False,False,True,,,,,,True,False,False,False,4,2013,2025,12,전라권,전북특별자치도 전주시 완산구,10.97090152903382,4.457945466231566,5.575115422397738,1.9459101490553132,10.172827430740044,3.1780538303479458,11.5678112984545,5.834810737062605
박물관,KCDMMUS23N000000588,국립태권도박물관,전북특별자치도,무주군,설천면 청량리,설천면,127.778727,36.0092789,2014-09-04,2014.09.04,day,309.0,2025-03-27,2025-03-27,77351.0,102.0,450.0,,,,,,,,,10670.0,8.0,316077.0,1023.0,O,O,museum.tpf.or.kr,063-320-0500,False,True,False,True,,,,,,,,,False,False,True,True,4,2014,2025,11,전라권,전북특별자치도 무주군,11.256121712163383,4.634728988229636,6.111467339502679,,9.275285060616564,2.1972245773362196,12.663744297553231,6.931471805599453
박물관,KCDMMUS23N000000589,국립새만금간척박물관,전북특별자치도,부안군,변산면 대항리,변산면,126.5559638,35.69636043,2023-08-07,2023.08.07,day,143.0,2025-03-27,2025-03-27,39692.0,295.25,,,,,,,,,,,17.0,76378.0,534.0,X,X,www.nsrm.or.kr,063-580-5100,True,False,False,,,,,,,,,,,False,False,True,2,2023,2025,2,전라권,전북특별자치도 부안군,10.58893012871052,5.691203692449341,,,,2.8903717578961645,11.243463068261226,6.282266746896006
박물관,KCDMMUS23N000000590,고부역사문화관,전북특별자치도,정읍시,고부면 고부리,고부면,126.7712996,35.61908068,2019-07-08,2019.07.08,day,240.0,2025-03-27,2025-03-27,6890.0,299.0,,,,,,,,,,,,120.0,0.5,X,X,,063-539-7242,False,False,False,,,,,,,,,,,,False,False,0,2019,2025,6,전라권,전북특별자치도 정읍시,8.837971491357209,5.703782474656201,,,,,4.795790545596741,0.4054651081081644
박물관,KCDMMUS23N000000591,고창고인돌박물관,전북특별자치도,고창군,고창읍 도산리,고창읍,126.6524914,35.44170812,2008-09-25,2008.09.25,day,230.0,2025-03-27,2025-03-27,57988.0,217.0,43.0,8.0,6.0,6.0,,,,,,600.0,6.0,135454.0,589.0,O,X,www.gochang.go.kr/gcdolmen/index.gochang,063-560-8666,False,True,False,False,False,True,False,,,,,,False,False,False,True,3,2008,2025,17,전라권,전북특별자치도 고창군,10.968008616369326,5.384495062789089,3.784189633918261,2.1972245773362196,6.398594934535208,1.9459101490553132,11.81639476082234,6.380122536899765
박물관,KCDMMUS23N000000592,고창판소리박물관,전북특별자치도,고창군,고창읍 읍내리,고창읍,126.702505,35.43235222,2001-06-25,2001.06.25,day,300.0,2025-03-27,2025-03-27,5525.0,42.0,45.0,2.0,1.0,,,3.0,,,,4000.0,2.0,15746.0,52.0,O,X,pansorimuseum.gochang.go.kr,063-560-8061,False,False,False,False,False,False,,,False,,,,False,False,False,False,0,2001,2025,24,전라권,전북특별자치도 고창군,8.617219505483362,3.7612001156935624,3.828641396489095,1.0986122886681098,8.294299608857235,1.0986122886681098,9.664405149920409,3.970291913552122
박물관,KCDMMUS23N000000593,군산근대역사박물관,전북특별자치도,군산시,장미동,월명동,126.7121232,35.99081971,2011-09-30,2011.09.30,day,313.0,2025-03-27,2025-03-27,8346.0,131.0,173.0,3.0,,11.0,,108.0,,,,1897.0,2.0,460085.0,1470.0,O,O,museum.gunsan.go.kr,063-454-7872,False,False,False,False,False,,False,,False,,,,False,False,True,True,2,2011,2025,14,전라권,전북특별자치도 군산시,9.029657471850737,4.882801922586371,5.159055299214529,1.3862943611198906,7.5485559791698735,1.0986122886681098,13.039168707512824,7.293697720601438
박물관,KCDMMUS23N000000594,남원향토박물관,전북특별자치도,남원시,어현동,노암동,127.3869016,35.40146435,2004-05-01,2004.05.01,day,316.0,2025-03-27,2025-03-27,8314.0,58.0,18.0,1.0,,,,,,,,380.0,1.0,42301.0,134.0,X,X,www.namwon.go.kr/tour/index.do?menuCd=DOM_000001001009001000,063-620-5799,False,False,False,False,False,,,,,,,,False,False,False,False,0,2004,2025,21,전라권,전북특별자치도 남원시,9.025816391627028,4.07753744390572,2.9444389791664403,0.6931471805599453,5.942799375126701,0.6931471805599453,10.65258964524052,4.90527477843843
박물관,KCDMMUS23N000000595,대한민국술테마박물관,전북특별자치도,완주군,구이면 덕천리,구이면,127.1358278,35.72594128,2015-10-15,2015.10.15,day,311.0,2025-03-27,2025-03-27,61.5,381.0,,1.0,1.0,3.0,,,,,,,18.0,44905.0,145.0,X,X,www.sulmuseum.kr,063-290-3847,False,False,False,,False,False,False,,,,,,,False,False,False,0,2015,2025,10,전라권,전북특별자치도 완주군,4.135166556742356,5.945420608606575,,0.6931471805599453,,2.9444389791664403,10.712326695092147,4.983606621708336
박물관,KCDMMUS23N000000596,(전북)동학농민혁명기념관,전북특별자치도,정읍시,덕천면 하학리,덕천면,126.8301188,35.63370584,2004-05-11,2004.05.11,day,312.0,2025-03-27,2025-03-27,150598.0,645.0,142.0,2.0,,,,,,,,13625.0,11.0,35677.0,114.0,X,X,www.1894.or.kr,063-530-9454,False,True,True,False,False,,,,,,,,False,False,False,False,2,2004,2025,21,전라권,전북특별자치도 정읍시,11.922375954219643,6.470799503782602,4.962844630259907,1.0986122886681098,9.519735011333614,2.4849066497880004,10.482289531311213,4.74493212836325
박물관,KCDMMUS23N000000597,마한박물관,전북특별자치도,익산시,금마면 동고도리,금마면,127.0570705,36.00153266,2008-04-15,2008.04.15,day,310.0,2025-03-27,2025-03-27,5978.0,26.0,18.0,1.0,1.0,4.0,,,,,,454.0,6.0,34929.0,112.6,X,X,www.iksan.go.kr/mahan,063-859-4633,False,False,False,False,False,False,False,,,,,,False,False,False,False,0,2008,2025,17,전라권,전북특별자치도 익산시,8.696008608880904,3.295836866004329,2.9444389791664403,0.6931471805599453,6.12029741895095,1.9459101490553132,10.461101337800878,4.732683506287051
박물관,KCDMMUS23N000000598,무주곤충박물관,전북특별자치도,무주군,설천면 청량리,설천면,127.7614843,36.012245,2007-05-05,2007.05.05,day,315.0,2025-03-27,2025-03-27,40044.0,156.0,,1.0,1.0,2.0,,,,,,,7.0,115403.0,367.0,X,X,tour.muju.go.kr/bandiland/index.do,063-324-1155,False,False,False,,False,False,False,,,,,,,False,False,False,0,2007,2025,18,전라권,전북특별자치도 무주군,10.597759100757782,5.056245805348308,,0.6931471805599453,,2.0794415416798357,11.656194294500482,5.908082938168931
박물관,KCDMMUS23N000000599,백정기의사기념관,전북특별자치도,정읍시,영원면 은선리,영원면,126.7832391,35.65219943,2004-06-05,2004.06.05,day,301.0,2025-03-27,2025-03-27,15260.0,,,,,,,,,,,,,7742.0,26.0,X,X,www.jeongeup.go.kr,063-539-5237,False,False,,,,,,,,,,,,,False,False,0,2004,2025,21,전라권,전북특별자치도 정읍시,9.633055833490875,,,,,,8.954544488386723,3.295836866004329
박물관,KCDMMUS23N000000600,백제왕궁박물관,전북특별자치도,익산시,왕궁면 왕궁리,왕궁면,127.055809,35.97156149,2008-12-23,2008.12.23,day,313.0,2025-03-27,2025-03-27,34049.0,113.0,54.0,3.0,1.0,3.0,,2.0,,,,3727.0,10.0,190503.0,608.0,X,X,www.iksan.go.kr/wg,063-859-4631,False,False,False,False,False,False,False,,False,,,,False,False,True,True,2,2008,2025,17,전라권,전북특별자치도 익산시,10.435585311577658,4.736198448394496,4.007333185232471,1.3862943611198906,8.223627175805483,2.3978952727983707,12.15742847070378,6.411818267709897
박물관,KCDMMUS23N000000601,벽골제농경문화박물관,전북특별자치도,김제시,부량면 신용리,부량면,126.8531046,35.75462405,1998-04-21,1998.04.21,day,312.0,2025-03-27,2025-03-27,188848.0,49.0,49.0,2.0,1.0,11.0,,,,,,815.0,2.0,22644.0,73.0,X,X,www.gimje.go.kr/byeokgolje/index.gimje,063-540-4993,False,True,False,False,False,False,False,,,,,,False,False,False,False,1,1998,2025,27,전라권,전북특별자치도 김제시,12.148703032918746,3.912023005428146,3.912023005428146,1.0986122886681098,6.704414354964107,1.0986122886681098,10.027694355990315,4.30406509320417
박물관,KCDMMUS23N000000602,보석박물관,전북특별자치도,익산시,왕궁면 동용리,왕궁면,127.1025389,35.99064074,2002-05-22,2002.05.22,day,313.0,2025-03-27,2025-03-27,141990.0,172.14,,1.0,,9.0,,,,,,,8.0,142302.0,455.0,O,X,www.jewelmuseum.go.kr,063-859-4641,False,True,False,,False,,False,,,,,,,False,False,False,1,2002,2025,23,전라권,전북특별자치도 익산시,11.863518954293093,5.154100515787627,,0.6931471805599453,,2.1972245773362196,11.865713866076378,6.1224928095143865
박물관,KCDMMUS23N000000603,부안청자박물관,전북특별자치도,부안군,보안면 유천리,보안면,126.6513896,35.61144711,2011-04-07,2011.04.07,day,290.0,2025-03-27,2025-03-27,69.452,273.0,,1.0,,2.0,,1450.0,,,,404.0,2.0,59354.0,205.0,O,O,www.buan.go.kr/buancela/index.buan,063-580-3964,False,False,False,,False,,False,,True,,,,False,False,False,False,1,2011,2025,14,전라권,전북특별자치도 부안군,4.254931626870049,5.6131281063880705,,0.6931471805599453,6.003887067106539,1.0986122886681098,10.991291642487635,5.327876168789581
박물관,KCDMMUS23N000000604,순창장류박물관,전북특별자치도,순창군,순창읍 백산리,순창읍,127.1111113,35.36982354,2007-11-01,2007.11.01,day,308.0,2025-03-27,2025-03-27,8439.0,36.0,18.0,2.0,,,,,,,,,,12920.0,42.0,X,X,,063-650-1627,False,False,False,False,False,,,,,,,,,,False,False,0,2007,2025,18,전라권,전북특별자치도 순창군,9.040737587590003,3.6109179126442243,2.9444389791664403,1.0986122886681098,,,9.46660917372222,3.7612001156935624
박물관,KCDMMUS23N000000605,신평면 생활사박물관,전북특별자치도,임실군,신평면 원천리,신평면,127.2236746,35.65706301,2002-12-24,2002.12.24,day,200.0,2025-03-27,2025-03-27,232.0,,,,,2.0,,,,,,,,200.0,1.0,X,X,,063-640-4121,False,False,,,,,False,,,,,,,,False,False,0,2002,2025,23,전라권,전북특별자치도 임실군,5.4510384535657,,,,,,5.303304908059076,0.6931471805599453
박물관,KCDMMUS23N000000606,어진박물관,전북특별자치도,전주시 완산구,풍남동3가,풍남동,127.1501202,35.81551891,2011-11-06,2011.11.06,day,86.0,2025-03-27,2025-03-27,49590.0,,10.6,4.0,2.0,1.0,2.0,,,,,607.0,25.0,81132.0,943.0,X,X,jeonju.go.kr/eojinmuseum,063-231-0090,True,True,,False,False,False,False,False,,,,,False,False,False,True,3,2011,2025,14,전라권,전북특별자치도 전주시 완산구,10.81156464463578,,2.451005098112319,1.6094379124341003,6.410174881966167,3.258096538021482,11.30384506239558,6.8501261661455
박물관,KCDMMUS23N000000607,입점리고분전시관,전북특별자치도,익산시,웅포면 입점리,웅포면,126.8722278,36.04668386,2004-04-21,2004.04.21,day,312.0,2025-03-27,2025-03-27,76056.0,,24.0,,,2.0,,,,,,697.0,,4680.0,15.0,X,X,www.iksan.go.kr/ipjeomri,063-859-4634,False,True,,False,,,False,,,,,,False,,False,False,1,2004,2025,21,전라권,전북특별자치도 익산시,11.239238338159014,,3.2188758248682006,,6.548219102762372,,8.45126704130007,2.772588722239781
박물관,KCDMMUS23N000000608,전북산림박물관,전북특별자치도,순창군,복흥면 서마리,복흥면,126.9257288,35.47714124,2002-03-25,2002.03.25,day,301.0,2025-03-27,2025-03-27,104280.0,160.0,,1.0,,,,,,,,,1.0,64256.0,213.0,X,X,forest.jb.go.kr/forestmuseum,063-652-6792,False,True,False,,False,,,,,,,,,False,False,False,1,2002,2025,23,전라권,전북특별자치도 순창군,11.55484445756801,5.081404364984463,,0.6931471805599453,,0.6931471805599453,11.070645946239251,5.365976015021851
박물관,KCDMMUS23N000000609,전주역사박물관,전북특별자치도,전주시 완산구,효자동2가,효자4동,127.093459,35.80111962,2002-05-24,2002.05.24,day,315.0,2025-03-27,2025-03-27,8532.0,281.0,74.0,3.0,3.0,3.0,,109.0,,,,6200.0,22.0,64578.0,205.0,X,X,www.jeonju.go.kr/jeonjumuseum/,063-228-6485,False,False,False,False,False,True,False,,False,,,,False,False,False,False,1,2002,2025,23,전라권,전북특별자치도 전주시 완산구,9.051696278536586,5.641907070938114,4.31748811353631,1.3862943611198906,8.732465848349879,3.1354942159291497,11.075644559522202,5.327876168789581
박물관,KCDMMUS23N000000610,전주전통술박물관,전북특별자치도,전주시 완산구,풍남동3가,풍남동,127.1534686,35.8168654,2002-06-12,2002.06.12,day,310.0,2025-03-27,2025-03-27,769.0,,5.0,,,,,156.0,,,,471.0,22.0,245451.0,792.0,X,X,www.urisul.net,063-287-6305,False,False,,False,,,,,True,,,,False,False,True,True,3,2002,2025,23,전라권,전북특별자치도 전주시 완산구,6.646390514847729,,1.791759469228055,,6.156978985585555,3.1354942159291497,12.410856687752045,6.675823221634848
