facility_type,ID,FCLTY_NM,CTPRVN_NM,SIGNGU_NM,LEGALDONG_NM,ADSTRD_NM,FCLTY_LO,FCLTY_LA,OPNNG_DE,OPNNG_DE_RAW,OPNNG_DE_PRECISION,OPNNG_DAY_CO,BASE_DE,LAST_CHG_DE,LND_AR_VALUE,EDC_FCLTY_AR_VALUE,DATA_SPCE_AR_VALUE,NMPR_CO,QUALF_HOLD_CO,GNRL_GVRNM_EMP_CO,CNTRCT_EMP_CO,PUBLIC_VLNTER_CO,ARTGR_EMP_CO,PRFSN_CO,PRVATE_VLNTER_CO,DATA_CO,TOT_PROGRM_CO,VIEWNG_NMPR_CO,DAY_AVRG_VIEWNG_NMPR_CO,MOBILE_PROVD_AT,SOUND_PROVD_AT,HMPG_ADDR,TEL_NO
박물관,KCDMMUS23N000000615,금산사 성보박물관,전북특별자치도,김제시,금산면 금산리,금산면,127.0546242,35.72256573,2011-10-16,2011.10.16,day,300.0,2025-03-27,2025-03-27,3960.0,,,,,,,,,,,,,4520.0,15.0,X,X,www.geumsansa.org,063-548-7844
박물관,KCDMMUS23N000000616,예수병원의학박물관,전북특별자치도,전주시 완산구,중화산동1가,중화산1동,127.1365999,35.8148645,2010-03-10,2010.03.10,day,248.0,2025-03-27,2025-03-27,2099.0,210.0,,,,,,,,1.0,5.0,,,7907.0,32.0,X,X,m.jjchristian.co.kr/main,063-230-8778
박물관,KCDMMUS23N000000617,완주책박물관(휴관),전북특별자치도,완주군,삼례읍 후정리,삼례읍,127.065756,35.90745701,2016-06-05,2016.06.05,day,,2025-03-27,2025-03-27,245.0,167.0,,,,,,,,,,,1.0,,,X,X,www.koreabookcity.com,063-291-7820
박물관,KCDMMUS23N000000618,원숭이학교 자연사박물관(휴관),전북특별자치도,부안군,상서면 감교리,상서면,126.6713195,35.66797824,2002-06-29,2002.06.29,day,,2025-03-27,2025-03-27,31573.0,,28.0,,,,,,,,,17.0,,,,X,X,www.monkeypark.co.kr,063-584-0708
박물관,KCDMMUS23N000000619,전주한지박물관(휴관),전북특별자치도,전주시 덕진구,팔복동2가,팔복동,127.0967065,35.8451327,1997-10-21,1997.10.21,day,,2025-03-27,2025-03-27,2290.0,297.0,,,,,,,1.0,,,,,,,X,X,www.hanjimuseum.co.kr,063-210-8103
박물관,KCDMMUS23N000000620,천호가톨릭성물박물관(휴관),전북특별자치도,완주군,비봉면 내월리,비봉면,127.1292937,36.03551053,2013-12-14,2013.12.14,day,,2025-03-27,2025-03-27,2782.0,54.0,,,,,,,,,1.0,,,,,X,X,www.cheonhosmus.com,063-262-0801
박물관,KCDMMUS23N000000621,충간공보물제651호박물관,전북특별자치도,익산시,삼기면 기산리,삼기면,127.0164352,36.02639504,2013-04-13,2013.04.13,day,288.0,2025-03-27,2025-03-27,9146.0,67.0,,,,,,,,,3.0,,,947.0,3.0,X,X,,063-841-7277
박물관,KCDMMUS23N000000622,카메라영상박물관,전북특별자치도,완주군,소양면 신교리,소양면,127.2065434,35.85302006,2009-12-16,2009.12.16,day,250.0,2025-03-27,2025-03-27,165.0,,,,,,,,,,,,,1200.0,5.0,X,X,,063-243-8090
박물관,KCDMMUS23N000000623,군산대학교박물관,전북특별자치도,군산시,미룡동,나운3동,126.6803556,35.95034895,1984-05-01,1984.05.01,day,285.0,2025-03-27,2025-03-27,1500.0,160.0,,5.0,2.0,,3.0,,,,,,6.0,7200.0,25.0,X,X,www.kunsan.ac.kr/museum,063-469-4193
박물관,KCDMMUS23N000000624,원광대학교 박물관,전북특별자치도,익산시,신동,신동,126.9602237,35.97171388,1968-01-01,1968.01.01,day,180.0,2025-03-27,2025-03-27,9914.0,160.0,65.0,,,,,,2.0,,,15000.0,2.0,6853.0,38.0,X,X,museum.wku.ac.kr,063-850-5483
박물관,KCDMMUS23N000000625,전북대학교박물관,전북특별자치도,전주시 덕진구,금암동,금암동,127.131589,35.84113827,1961-05-01,1961.05.01,day,300.0,2025-03-27,2025-03-27,1320267.0,274.0,65.0,4.0,1.0,,2.0,3.0,,,,5000.0,8.0,23160.0,77.0,X,X,museum.jbnu.ac.kr,063-270-3488
박물관,KCDMMUS23N000000626,전주대학교박물관,전북특별자치도,전주시 완산구,효자동2가,효자4동,127.0888821,35.8161584,1985-02-25,1985.02.25,day,294.0,2025-03-27,2025-03-27,1877.0,,32.0,,,,,,7.0,1.0,4.0,6155.0,2.0,9170.0,31.0,X,X,"홈페이지(www.museum.jj.ac.kr) SNS(facebook.com/jjmuseum, blog.daum.net/jjmuseum)",063-220-2158
박물관,KCDMMUS23N000000627,국립나주박물관,전남,나주시,반남면 신촌리,반남면,126.6589014,34.91485383,2013-11-23,2013.11.23,day,310.0,2025-03-27,2025-03-27,74272.0,213.1,83.48,9.0,,11.0,3.0,,,,,10273.0,28.0,250910.0,809.0,O,X,naju.museum.go.kr,061-330-7800
박물관,KCDMMUS23N000000628,국립소록도병원 한센병박물관(휴관),전남,고흥군,도양읍 소록리,도양읍,127.1196802,34.512418,2016-05-17,2016.05.17,day,26.0,2025-03-27,2025-03-27,21051.0,77.5,,2.0,1.0,2.0,,16.0,,,,,,564.0,21.7,X,O,www.sorokdo.go.kr/museum/main.do,061-840-0692
박물관,KCDMMUS23N000000629,국립해양문화재연구소 해양유물전시관,전남,목포시,용해동,이로동,126.421301,34.79250238,1994-12-14,1994.12.14,day,309.0,2025-03-27,2025-03-27,18204.0,615.0,235.0,33.0,5.0,35.0,1.0,21.0,,,,38851.0,6.0,94411.0,306.0,X,O,www.seamuse.go.kr,061-270-2000
박물관,KCDMMUS23N000000630,국립해양문화재연구소 태안해양유물전시관,충남,태안군,근흥면 신진도리,근흥면,126.1514121,36.67719658,2018-12-14,2018.12.14,day,274.0,2025-03-27,2025-03-27,47694.0,248.0,,7.0,,4.0,,,,,,,1.0,50875.0,186.0,X,O,www.seamuse.go.kr,041-419-7000
박물관,KCDMMUS23N000000631,고려청자박물관,전남,강진군,대구면 사당리,대구면,126.8008374,34.50866203,1997-09-03,1997.09.03,day,314.0,2025-03-27,2025-03-27,117157.0,156.0,13.0,3.0,,7.0,,,,,,2378.0,4.0,59802.0,190.0,X,X,www.celadon.go.kr,061-430-3755
박물관,KCDMMUS23N000000632,고산윤선도유물전시관(휴관),전남,해남군,해남읍 연동리,해남읍,126.6208351,34.54972099,1991-07-19,1991.07.19,day,131.0,2025-03-27,2025-03-27,61604.0,90.0,138.0,1.0,,1.0,,,,,,286.0,3.0,11659.0,89.0,X,X,gosan.haenam.go.kr/index.php,061-530-5548
박물관,KCDMMUS23N000000633,고흥갑재민속전시관,전남,고흥군,두원면 운대리,두원면,127.3125574,34.65203482,2018-06-25,2018.06.25,day,310.0,2025-03-27,2025-03-27,13903.0,,,,,,,,,,,,,3385.0,11.0,X,X,buncheong.goheung.go.kr,061-830-5995
박물관,KCDMMUS23N000000634,고흥분청문화박물관,전남,고흥군,두원면 운대리,두원면,127.3244711,34.62782423,2017-10-31,2017.10.31,day,310.0,2025-03-27,2025-03-27,99885.0,302.0,61.0,8.0,1.0,6.0,3.0,,,,,80000.0,6.0,54540.0,176.0,X,O,buncheong.goheung.go.kr,061-830-5995
박물관,KCDMMUS23N000000635,기독교역사박물관,전남,순천시,매곡동,매곡동,127.4801607,34.96043563,2012-11-20,2012.11.20,day,310.0,2025-03-27,2025-03-27,1447.0,,,1.0,,3.0,,,,,,,6.0,18638.0,60.0,X,X,www.suncheon.go.kr/tour/tourist/0010/0001,061-749-4530
박물관,KCDMMUS23N000000636,김대중노벨평화상기념관,전남,목포시,산정동,만호동,126.3922506,34.78285177,2013-06-15,2013.06.15,day,313.0,2025-03-27,2025-03-27,15606.0,327.0,,3.0,,,3.0,,,,,,,114905.0,367.0,X,X,www.kdjnpmemorial.or.kr,061-245-5660
박물관,KCDMMUS23N000000637,나주배박물관,전남,나주시,금천면 석전리,금천면,126.767208,35.03343515,1992-04-20,1992.04.20,day,358.0,2025-03-27,2025-03-27,3887.0,39.0,92.0,1.0,,1.0,,,,,,510.0,3.0,14541.0,40.0,X,X,blog.naver.com/najupearmuseum,061-331-5038
박물관,KCDMMUS23N000000638,나주복암리고분전시관,전남,나주시,다시면 복암리,다시면,126.6570592,34.99608962,2016-04-30,2016.04.30,day,311.0,2025-03-27,2025-03-27,42211.0,178.13,153.65,,,,,172.0,,,,1230.0,20.0,14864.0,48.0,X,X,www.njbogam.or.kr,061-337-0090
박물관,KCDMMUS23N000000639,다산박물관,전남,강진군,도암면 만덕리,도암면,126.7499561,34.57641194,2014-07-26,2014.07.26,day,317.0,2025-03-27,2025-03-27,25501.0,142.0,59.0,1.0,,9.0,,,,,,987.0,5.0,57751.0,182.0,X,X,dasan.gangjin.go.kr,061-430-3911~6
박물관,KCDMMUS23N000000640,(전남)동학농민혁명기념관,전남,장흥군,장흥읍 남외리,장흥읍,126.8954499,34.66911631,2015-04-26,2015.04.26,day,173.0,2025-03-27,2025-03-27,28771.0,206.0,128.0,3.0,1.0,,1.0,,,,,400.0,1.0,13578.0,78.0,X,X,www.jangheung.go.kr,061-864-6531
박물관,KCDMMUS23N000000641,목포근대역사관1관,전남,목포시,대의동2가,유달동,126.3817942,34.78769578,2014-03-01,2014.03.01,day,313.0,2025-03-27,2025-03-27,6575.0,,,1.0,,8.0,,,,,,,,257677.0,823.0,X,X,mmhm.modoo.at,061-242-0340
박물관,KCDMMUS23N000000642,목포근대역사관2관,전남,목포시,중앙동2가,유달동,126.3814912,34.78596374,2006-07-20,2006.07.20,day,264.0,2025-03-27,2025-03-27,1448.0,,,,,,,,,,,,,226015.0,856.0,X,X,mmhm.modoo.at,061-270-8728
박물관,KCDMMUS23N000000643,목포생활도자박물관,전남,목포시,용해동,이로동,126.419501,34.7936385,2006-08-04,2006.08.04,day,312.0,2025-03-27,2025-03-27,10941.0,285.0,,2.0,2.0,2.0,,3.0,,,,,12.0,204691.0,656.0,X,X,doja.mokpo.go.kr,061-270-8480
박물관,KCDMMUS23N000000644,목포자연사박물관,전남,목포시,용해동,이로동,126.4211093,34.79373747,2004-09-10,2004.09.10,day,312.0,2025-03-27,2025-03-27,29226.0,190.0,,6.0,2.0,11.0,,19.0,,,,,8.0,204754.0,656.0,X,X,museum.mokpo.go.kr,061-270-3655
박물관,KCDMMUS23N000000645,방촌유물전시관,전남,장흥군,관산읍 방촌리,관산읍,126.9432525,34.55098982,2005-09-06,2005.09.06,day,173.0,2025-03-27,2025-03-27,7554.0,,66.0,3.0,2.0,,,,,,,350.0,1.0,2960.0,17.0,X,X,www.jangheung.go.kr,061-860-6926
박물관,KCDMMUS23N000000646,뿌리깊은나무박물관,전남,순천시,낙안면 남내리,낙안면,127.3399816,34.90363951,2011-11-21,2011.11.21,day,313.0,2025-03-27,2025-03-27,12302.0,67.5,,1.0,,3.0,,,,,,,5.0,44876.0,143.0,X,X,www.suncheon.go.kr/tour/tourist/0010/0002/,061-749-8855
박물관,KCDMMUS23N000000647,세계조개박물관,전남,신안군,자은면 백산리,자은면,125.9959143,34.87794449,2020-08-01,2020.08.01,day,312.0,2025-03-27,2025-03-27,5930.0,,21.65,1.0,,,1.0,,,,,,,27000.0,86.0,X,X,tour.shinan.go.kr/home/tour/theme_tour/theme_tour_17/theme_tour_17_01/page.wscms,061-240-5474
박물관,KCDMMUS23N000000648,세계화석광물박물관,전남,신안군,안좌면 대리,안좌면,126.1691403,34.71624789,2019-07-25,2019.07.25,day,312.0,2025-03-27,2025-03-27,16475.0,,,,,,,,,,,,,10396.0,33.0,X,X,,061-262-0230
박물관,KCDMMUS23N000000649,신안갯벌박물관,전남,신안군,증도면 우전리,증도면,126.136446,34.96448778,2006-07-27,2006.07.27,day,107.0,2025-03-27,2025-03-27,24005.0,483.0,,,,1.0,,,,,,,,944.0,9.0,X,X,,061-275-8400
박물관,KCDMMUS23N000000650,신안철새박물관,전남,신안군,흑산면 진리,흑산면,125.4276183,34.68677591,2015-05-08,2015.05.08,day,311.0,2025-03-27,2025-03-27,1244.0,134.0,,,,,,,,,,,,4446.0,14.0,X,X,,061-246-1005
박물관,KCDMMUS23N000000651,에로스서각박물관,전남,신안군,암태면 신석리,암태면,126.1228997,34.85812685,2018-11-13,2018.11.13,day,312.0,2025-03-27,2025-03-27,9691.0,,,,,,,,,,,,,25542.0,82.0,X,X,,061-240-8656
박물관,KCDMMUS23N000000652,여수민속전시관,전남,여수시,율촌면 가장리,율촌면,127.5571743,34.84724017,2012-06-21,2012.06.21,day,307.0,2025-03-27,2025-03-27,9538.0,,,1.0,,,1.0,,,,,,16.0,8552.0,28.0,X,X,www.yfg.modoo.at,061-683-2231
박물관,KCDMMUS23N000000653,영암도기박물관,전남,영암군,군서면 서구림리,군서면,126.6192804,34.76051634,2009-04-10,2009.04.10,day,365.0,2025-03-27,2025-03-27,16987.0,898.0,36.0,2.0,,4.0,,,,,,3725.0,5.0,15263.0,42.0,X,X,www.yeongam.go.kr/home/dogi,061-470-6851
박물관,KCDMMUS23N000000654,왕인박사기념관,전남,영암군,군서면 동구림리,군서면,126.6291211,34.75653038,2006-03-01,2006.03.01,day,365.0,2025-03-27,2025-03-27,,,,,,,,,,,,,,23064.0,63.0,X,X,,061-470-6656
박물관,KCDMMUS23N000000655,장보고기념관,전남,완도군,완도읍 장좌리,완도읍,126.730162,34.3550953,2008-02-29,2008.02.29 (2023.09.01 재개관),day,314.0,2025-03-27,2025-03-27,14472.0,204.8,,,,1.0,,,,,,,,10279.0,33.0,X,X,www.wando.go.kr/changpogo/index.cs,061-550-6932
박물관,KCDMMUS23N000000656,전라남도농업박물관,전남,영암군,삼호읍 나불리,삼호읍,126.4590438,34.77733107,1993-09-24,1993.09.24,day,312.0,2025-03-27,2025-03-27,36922.0,108.0,209.0,3.0,1.0,7.0,,,,,,11555.0,18.0,274959.0,881.0,O,X,www.jam.go.kr,061-462-2796
박물관,KCDMMUS23N000000657,전라남도산림박물관,전남,완도군,군외면 대문리,군외면,126.6635321,34.36065258,2009-11-27,2009.11.27,day,350.0,2025-03-27,2025-03-27,2059.0,,150.0,1.0,,,,,,,,2070.0,1.0,64892.0,185.0,X,X,전라남도산림자원연구소 (jeonnam.go.kr),061-550-3541
박물관,KCDMMUS23N000000658,진도역사관,전남,진도군,의신면 사천리,의신면,126.3083816,34.46699348,2003-10-31,2003.10.31,day,365.0,2025-03-27,2025-03-27,1710.0,83.0,,1.0,1.0,,,,,,,,,179116.0,490.0,X,X,,061-540-6286
박물관,KCDMMUS23N000000659,필암서원 유물전시관,전남,장성군,황룡면 필암리,황룡면,126.750964,35.30986218,2008-05-26,2008.05.26,day,362.0,2025-03-27,2025-03-27,1750.0,,,1.0,1.0,,,,,,,,,40222.0,111.0,X,X,,061-390-7224
박물관,KCDMMUS23N000000660,하의3도농민운동기념관,전남,신안군,하의면 대리,하의면,126.0284701,34.61616103,2008-04-24,2008.04.24,day,312.0,2025-03-27,2025-03-27,16231.0,,,,,,,,,,,,,5000.0,16.0,X,X,,061-275-5025
박물관,KCDMMUS23N000000661,한국대나무박물관,전남,담양군,담양읍 천변리,담양읍,126.9764088,35.30934367,1998-03-12,1998.03.12,day,365.0,2025-03-27,2025-03-27,16650.0,45.0,90.0,1.0,,4.0,,,,,,1020.0,19.0,29436.0,81.0,X,O,damyang.go.kr,061-380-2902
박물관,KCDMMUS23N000000662,한국민화뮤지엄,전남,강진군,대구면 사당리,대구면,126.8041628,34.50867534,2015-05-02,2015.05.02,day,286.0,2025-03-27,2025-03-27,2879.0,119.0,100.0,1.0,,,1.0,,,,,820.0,,6022.0,21.0,X,X,minhwamuseum.com,061-433-9770
박물관,KCDMMUS23N000000663,한국압화박물관,전남,구례군,구례읍 봉서리,구례읍,127.4599378,35.19668431,2016-06-23,2016.06.23,day,239.0,2025-03-27,2025-03-27,2975.0,182.0,19.0,,,3.0,,,,,,,7.0,8900.0,37.0,X,X,gurye.go.kr/farmtech,061-781-7117
박물관,KCDMMUS23N000000664,한국차박물관,전남,보성군,보성읍 봉산리,보성읍,127.0817099,34.71987643,2010-09-11,2010.09.11,day,310.0,2025-03-27,2025-03-27,6911.0,242.0,,1.0,,1.0,,,,,,,8.0,116907.0,378.0,X,X,www.boseong.go.kr/tea,061-852-0918
박물관,KCDMMUS23N000000665,한국천연염색박물관,전남,나주시,다시면 회진리,다시면,126.6625254,34.99403168,2006-05-14,2006.05.14,day,358.0,2025-03-27,2025-03-27,6233.0,500.0,,,,,,10.0,,,,,6.0,113962.0,318.0,X,X,www.naturaldyeing.or.kr,061-335-0091
박물관,KCDMMUS23N000000666,해남공룡박물관,전남,해남군,황산면 우항리,황산면,126.4428321,34.58908867,2007-04-27,2007.04.27,day,313.0,2025-03-27,2025-03-27,748243.0,161.0,268.0,2.0,,7.0,,,,,,500.0,,206332.0,660.0,X,O,uhangridinopia.haenam.go.kr,061-530-5949
박물관,KCDMMUS23N000000667,홍길동 전시관,전남,장성군,황룡면 아곡리,황룡면,126.7265578,35.31862071,2004-05-03,2004.05.03,day,362.0,2025-03-27,2025-03-27,6558.0,,,,,,,,,,,,,126808.0,350.0,X,X,www.jangseong.go.kr/home/honggildong,061-390-7253
박물관,KCDMMUS23N000000668,귀족호도박물관,전남,장흥군,장흥읍 향양리,장흥읍,126.9191009,34.67501722,2002-11-15,2002.11.15,day,312.0,2025-03-27,2025-03-27,10000.0,165.0,132.0,,,,,,,,,5000.0,5.0,30000.0,96.0,X,X,www.hodonamu.com,061-862-9944
박물관,KCDMMUS23N000000669,규남박물관,전남,화순군,이서면 야사리,이서면,127.0799648,35.1100729,2011-11-01,2011.11.01,day,120.0,2025-03-27,2025-03-27,2562.0,,66.0,,,,,,1.0,,,900.0,2.0,5000.0,42.0,X,X,www.gyunammuseum.org,070-4233-9060
박물관,KCDMMUS23N000000670,나야나 교육 박물관,전남,담양군,담양읍 향교리,담양읍,126.9837262,35.32534062,2017-08-20,2017.08.20,day,365.0,2025-03-27,2025-03-27,1164.0,72.0,10.0,,,,,,1.0,,,500.0,,16854.0,46.0,X,X,blog.naver.com/nayamuseum,061-382-0080
박물관,KCDMMUS23N000000671,담양우표박물관,전남,담양군,대전면 대치리,대전면,126.8895788,35.27663454,2015-03-14,2015.03.14,day,300.0,2025-03-27,2025-03-27,994.0,66.0,3.0,,,,,,1.0,,,2000.0,12.0,7000.0,23.0,O,O,www.cafe.daum.net/nsk7000,061-383-3863
박물관,KCDMMUS23N000000672,대원사 티벳박물관,전남,보성군,문덕면 죽산리,문덕면,127.132037,34.95915165,2001-06-15,2001.06.15,day,286.0,2025-03-27,2025-03-27,797.0,165.0,17.0,,,,,,1.0,,,2000.0,2.0,3000.0,10.0,X,X,www.tibetan-museum.org,062-852-3038
박물관,KCDMMUS23N000000673,대흥사성보박물관,전남,해남군,삼산면 구림리,삼산면,126.6166275,34.47714631,2012-06-01,2012.06.01,day,265.0,2025-03-27,2025-03-27,1386.0,84.0,48.0,,,,,,,,,1500.0,,7517.0,28.0,X,X,www.daeheungsa.co.kr,061-534-5520
박물관,KCDMMUS23N000000674,도갑사 성보박물관,전남,영암군,군서면 도갑리,군서면,126.6625133,34.75337646,2002-03-12,2002.03.12,day,300.0,2025-03-27,2025-03-27,307.0,,,,,,,,,,,,,15000.0,50.0,X,X,www.dogapsa.com,061-473-5122
박물관,KCDMMUS23N000000675,땅끝해양자연사박물관,전남,해남군,송지면 송호리,송지면,126.5296516,34.30129093,2002-12-27,2002.12.27,day,320.0,2025-03-27,2025-03-27,9314.0,93.0,20.0,,,,,,1.0,,,300.0,13.0,38676.0,121.0,X,X,tmnhm.co.kr/,061-535-2110
박물관,KCDMMUS23N000000676,미암박물관,전남,담양군,대덕면 장산리,대덕면,127.0214527,35.25942429,2015-07-01,2015.07.01,day,300.0,2025-03-27,2025-03-27,4452.0,49.0,25.0,,,,,,,,,2000.0,,3500.0,12.0,X,X,,061-381-1239
박물관,KCDMMUS23N000000677,선암사 성보박물관(휴관),전남,순천시,승주읍 죽학리,승주읍,127.327356,34.99618213,2001-03-23,2001.03.23,day,,2025-03-27,2025-03-27,,,43.2,,,,,,,,,2000.0,,,,X,X,www.seonammuseum.com,061-754-6062
박물관,KCDMMUS23N000000678,송광사성보박물관,전남,순천시,송광면 신평리,송광면,127.2730988,35.00360541,1936-10-04,1936.10.04,day,300.0,2025-03-27,2025-03-27,8000.0,161.0,61.0,,,,,,4.0,,,,,20991.0,70.0,X,X,"www.songgwangsa.org
현재 박물관 홈페이지 제작중",061-755-0407
박물관,KCDMMUS23N000000679,수다라성보박물관,전남,영광군,불갑면 모악리,불갑면,126.5500476,35.19967508,2009-09-12,2009.09.12,day,150.0,2025-03-27,2025-03-27,398.0,62.0,123.0,,,,,,,,,86.0,,32000.0,213.0,X,X,www.bulgapsa.kr,061-352-8097
박물관,KCDMMUS23N000000680,시에그린한국시화박물관,전남,진도군,임회면 죽림리,임회면,126.2500948,34.39063143,2020-12-15,2020.12.15,day,313.0,2025-03-27,2025-03-27,1038.0,90.0,45.0,,,,,,1.0,,,,8.0,17000.0,54.0,X,X,seagreen.co.kr,061-542-1005
박물관,KCDMMUS23N000000681,영암곤충박물관,전남,영암군,영암읍 회문리,영암읍,126.6851242,34.79032075,2020-04-30,2020.04.30,day,310.0,2025-03-27,2025-03-27,2861.0,55.0,4.0,,,,,,3.0,2.0,,76.0,9.0,48458.0,156.0,X,X,www.영암곤충박물관.kr,061-461-4300
박물관,KCDMMUS23N000000682,와보랑께박물관,전남,강진군,병영면 도룡리,병영면,126.8267631,34.6997574,2010-10-01,2010.10.01,day,365.0,2025-03-27,2025-03-27,4715.0,,33.0,,,,,,1.0,,,4000.0,,4652.0,13.0,O,O,www.와보랑께.kr,061-432-1465
박물관,KCDMMUS23N000000683,우리삶옥당문화박물관,전남,영광군,백수읍 대신리,백수읍,126.4026587,35.36068878,2007-09-27,2007.09.27,day,305.0,2025-03-27,2025-03-27,10475.0,,53.0,,,,,,1.0,,,1561.0,5.0,6261.0,21.0,X,X,www.okdangmuseim.net,070-7011-6887
박물관,KCDMMUS23N000000684,청우요도자기박물관,전남,강진군,대구면 사당리,대구면,126.8016868,34.50662631,2019-08-08,2019.08.08,day,133.0,2025-03-27,2025-03-27,1499.0,,16.0,,,,,,1.0,,,116.0,,560.0,4.0,X,X,,061-434-3477
박물관,KCDMMUS23N000000685,호남호국기념관,전남,순천시,연향동,덕연동,127.5213811,34.93596164,2020-11-13,2020.11.13,day,310.0,2025-03-27,2025-03-27,9539.0,410.0,30.0,,,,,,5.0,,9.0,5492.0,11.0,43577.0,140.0,O,X,www.honam625.or.kr,061-749-9625
박물관,KCDMMUS23N000000686,화엄사성보박물관,전남,구례군,마산면 황전리,마산면,127.4977197,35.25731602,2013-10-01,2013.10.01,day,315.0,2025-03-27,2025-03-27,22899.0,66.0,33.5,,,,,,3.0,,,10000.0,4.0,39770.0,126.0,X,X,www.hwaeomsa.com,061-783-7610
박물관,KCDMMUS23N000000687,히든트릭박물관(휴관),전남,담양군,담양읍 학동리,담양읍,127.017312,35.32962434,2012-07-28,2012.07.28,day,,2025-03-27,2025-03-27,,,,,,,,,,,,,,,,,,,
박물관,KCDMMUS23N000000688,순천세계수석정원박물관,전남,순천시,상사면 오곡리,상사면,127.4694787,34.91141433,2023-11-03,2023.11.03,day,365.0,2025-03-27,2025-03-27,57414.0,,40.0,,,,,,1.0,,,8000.0,,3588.0,10.0,X,X,www.suncheon-sm.com,061-725-5651
박물관,KCDMMUS23N000000689,동신대학교 문화박물관,전남,나주시,대호동,성북동,126.7179925,35.04962488,1996-11-11,1996.11.11,day,249.0,2025-03-27,2025-03-27,2815.0,,,,,,,,,,,,,200.0,0.8,X,X,www.dsum.dsu.ac.kr,061-330-3827
박물관,KCDMMUS23N000000690,목포대학교박물관,전남,무안군,청계면 도림리,청계면,126.4400867,34.91027165,1981-03-01,1981.03.01,day,246.0,2025-03-27,2025-03-27,1759.73,681.01,185.13,4.0,1.0,,1.0,,,,,30000.0,5.0,10000.0,41.0,O,X,mnum.mmu.ac.kr,061-450-2934
박물관,KCDMMUS23N000000691,순천대학교박물관,전남,순천시,석현동,매곡동,127.4809231,34.96676128,1987-09-01,1987.09.01,day,325.0,2025-03-27,2025-03-27,2364.0,370.0,320.0,4.0,1.0,1.0,1.0,,,,,33000.0,4.0,15218.0,46.7,X,X,museum.scnu.ac.kr,061-750-5041
박물관,KCDMMUS23N000000692,국립경주박물관,경북,경주시,인왕동,월성동,129.2286819,35.82943009,1945-10-07,1945.10.07,day,362.0,2025-03-27,2025-03-27,135627.0,482.0,670.0,16.0,,27.0,,,,,,75199.0,27.0,1340032.0,3702.0,O,X,gyeongu.museum.go.kr,054-740-7500
박물관,KCDMMUS23N000000693,국립낙동강생물자원관,경북,상주시,도남동,동문동,128.255633,36.44535692,2015-06-03,2015.06.03,day,307.0,2025-03-27,2025-03-27,123592.0,370.0,69.0,2.0,,,2.0,225.0,,,,19.0,,145208.0,473.0,O,O,www.nnibr.re.kr,054-530-0700
박물관,KCDMMUS23N000000694,국립등대박물관,경북,포항시 남구,호미곶면 대보리,호미곶면,129.5682565,36.07783791,1985-02-07,1985.02.07,day,319.0,2025-03-27,2025-03-27,23975.0,180.0,,,,,,,,,,,16.0,238491.0,748.0,X,X,www.lighthouse-museum.or.kr,054-284-4857
박물관,KCDMMUS23N000000695,경산시립박물관,경북,경산시,사동,동부동,128.763123,35.81398388,2007-02-09,2007.02.09,day,310.0,2025-03-27,2025-03-27,11809.0,439.0,72.0,6.0,1.0,2.0,3.0,,,,,9392.0,7.0,99450.0,321.0,X,X,museum.gbgs.go.kr,053-804-7314
박물관,KCDMMUS23N000000696,경상북도산림과학박물관(휴관),경북,안동시,도산면 동부리,도산면,128.8246777,36.71396814,2004-05-24,2004.05.24,day,,2025-03-27,2025-03-27,177542.0,48.0,72.0,1.0,,1.0,,,,,,361.0,,,,X,X,www.gb.go.kr/Main/open_contents/section/gbforest/index.html,054-840-8282
박물관,KCDMMUS23N000000697,구미성리학역사관,경북,구미시,남통동,선주원남동,128.3124968,36.11467804,2020-10-23,2020.10.23,day,290.0,2025-03-27,2025-03-27,84285.0,558.72,72.0,4.0,3.0,4.0,,8.0,,,,203.0,9.0,86304.0,298.0,O,X,www.gumi.go.kr/museum/,054-480-2681
박물관,KCDMMUS23N000000698,구미시립민속관(휴관),경북,구미시,원평동,선주원남동,128.3306081,36.12355767,1994-02-17,1994.02.17,day,,2025-03-27,2025-03-27,476.0,,,1.0,,,,,,,,,,,,X,X,,054-480-6642
박물관,KCDMMUS23N000000699,감문역사문화전시관,경북,김천시,개령면 동부리,개령면,128.1929377,36.16681196,2023-04-03,2023.04.03,day,250.0,2025-03-27,2025-03-27,20120.0,63.0,,1.0,1.0,,,,,,,,,6023.0,24.0,X,X,blog.naver.com/gammunguk,054-421-1691
박물관,KCDMMUS23N000000700,김천시립박물관,경북,김천시,대항면 운수리,대항면,128.0081803,36.11709325,2020-06-22,2020.06.22,day,311.0,2025-03-27,2025-03-27,20636.0,317.0,,1.0,,,,,,,,,3.0,42139.0,135.4951768,O,O,www.gc.go.kr/museum/main.do,054-421-1517
박물관,KCDMMUS23N000000701,대가야박물관,경북,고령군,대가야읍 지산리,대가야읍,128.2568103,35.72243113,2005-04-02,2005.04.02,day,311.0,2025-03-27,2025-03-27,21534.0,321.0,108.0,2.0,1.0,6.0,,,,,,20530.0,4.0,121989.0,392.0,O,O,www.goryeong.go.kr/daegaya,054-950-7103
박물관,KCDMMUS23N000000702,독도박물관,경북,울릉군,울릉읍 도동리,울릉읍,130.9008801,37.48341973,1997-08-08,1997.08.08,day,365.0,2025-03-27,2025-03-27,8068.0,,39.0,4.0,,9.0,,,,,,4251.0,5.0,110933.0,304.0,X,X,www.dokdomuseum.go.kr,054-790-6436
